x_0,y_0,theta,v_p,v_c,OF1,OF3,OF2,Simulator,SafeViol
42.71403,39.43661,58.62479,2.70335,13.16555,0.961838,0.258073,0.07671,Pro-SiVIC,False
42.71751,39.44882,58.60598,2.70024,13.16787,0.960811,0.25752,0.087028,Pro-SiVIC,False
42.79508,39.3925,58.50032,2.68969,13.23854,1.093617,0.295518,0.096564,Pro-SiVIC,False
42.79523,39.39253,58.50146,2.68969,13.23761,1.093544,0.295774,0.091674,Pro-SiVIC,False
43.09777,43.93341,100.33617,1.5392,8.13014,5.464594,0.626296,0,Pro-SiVIC,False
43.10451,43.94565,100.33298,1.56132,8.1301,6.007344,0.843034,0,Pro-SiVIC,False
44.03284,43.34579,101.34653,1.53414,8.25,2.646817,0.433992,0,Pro-SiVIC,False
44.80535,39.78815,88.13501,4.05473,22.98422,1.047979,0.143615,1.498593,Pro-SiVIC,True
44.92743,40.55544,111.14479,2.47216,9.24347,1.951847,0.259476,0,Pro-SiVIC,False
44.94365,40.71752,111.72135,2.43615,9.23288,1.931564,0.264888,0,Pro-SiVIC,False
44.94806,40.49568,111.50773,2.4652,9.27076,1.807839,0.235018,0,Pro-SiVIC,False
45.71464,38.44854,90.86899,4.49299,22.79513,1.36951,4,2.220485,Pro-SiVIC,True
45.71801,39.67318,112.05395,2.74777,9.25392,2.187529,0.274286,0,Pro-SiVIC,False
45.73761,39.60807,111.99699,2.75197,9.23312,2.167128,0.281628,0,Pro-SiVIC,False
45.73951,38.42835,95.24265,4.47094,22.26364,1.378498,4,0.941078,Pro-SiVIC,True
45.75192,38.43788,95.25572,4.48433,22.26542,1.34245,4,0.873012,Pro-SiVIC,True
47.36841,43.07006,146.05705,2.35544,1.04836,31.914572,4,0,Pro-SiVIC,True
47.38408,43.20782,145.97267,2.29157,1.03709,32.199953,4,0,Pro-SiVIC,True
47.41682,43.72707,148.33445,2.46641,2.0759,27.653973,4,0,Pro-SiVIC,True
47.45634,43.11483,145.66013,2.43433,1.26958,31.384113,4,0,Pro-SiVIC,True
47.51774,35,50.1489,3.16594,7.71983,12.788439,1.652345,0,Pro-SiVIC,False
48.21144,35.31861,48.89633,3.1596,7.64691,14.276298,2.122647,0,Pro-SiVIC,True
48.48096,46.1777,142.88811,1.13027,2.09162,32.282964,4,0,Pro-SiVIC,True
50.73341,39.41234,42.51675,2.92136,14.60476,1.332751,4,0.081191,Pro-SiVIC,True
50.77893,38.04463,52.60109,2.71024,14.62819,2.326396,4,0.007932,Pro-SiVIC,True
50.93254,44.10279,40,1.51969,6.49872,19.43931,2.415038,0,Pro-SiVIC,True
50.93411,44.10281,40.0462,1.5209,6.49987,19.488211,2.465498,0,Pro-SiVIC,True
50.93417,44.10281,40.04397,1.52124,6.49936,19.493143,2.466716,0,Pro-SiVIC,True
50.9343,44.1028,40.04363,1.52133,6.49963,19.492111,2.466063,0,Pro-SiVIC,True
50.93977,44.10292,40.03703,1.52681,6.50257,19.612224,2.464863,0,Pro-SiVIC,True
50.94961,44.1028,40.11235,1.52043,6.49798,19.53276,2.47196,0,Pro-SiVIC,True
50.95016,44.1028,40.11068,1.52014,6.49804,19.531783,2.472546,0,Pro-SiVIC,True
51.29595,44.1012,42.62789,1.43286,6.54067,18.656881,2.22193,0,Pro-SiVIC,True
51.41881,39.81382,64.31367,2.21266,14.62193,1.468378,4,0.014827,Pro-SiVIC,True
51.60545,39.72983,40,3.87872,22.83799,2.588086,4,0.006292,Pro-SiVIC,True
51.61276,37.40123,51.07155,2.7759,14.90765,2.922908,4,0.008503,Pro-SiVIC,True
51.61628,37.52465,51.89728,2.77925,14.91111,2.713354,4,0.064012,Pro-SiVIC,True
52.13815,45.23777,54.67068,1.51714,21.24344,0.386935,0.062727,0,Pro-SiVIC,True
52.14918,45.19901,54.65576,1.42155,21.4855,0.677899,0.086381,0.158365,Pro-SiVIC,True
52.14966,45.29922,54.66533,1.4077,21.4357,0.601175,0.087287,0.02524,Pro-SiVIC,True
52.26406,37.42349,51.58542,3.96564,23.05472,3.484394,4,0.068902,Pro-SiVIC,True
52.38408,39.20311,65.05726,2.50994,14.59488,0.778527,0.195435,0.02451,Pro-SiVIC,False
52.3922,39.17568,63.31367,2.50599,14.60988,0.915092,0.216291,0.09191,Pro-SiVIC,False
52.40424,38.83831,52.41163,2.27945,14.07053,2.483277,4,0.045327,Pro-SiVIC,True
52.6838,45.34882,56.6085,1.55303,21.45016,0.148384,0.057376,0,Pro-SiVIC,True
52.68522,45.27077,56.32265,1.44176,21.45743,0.463386,0.054857,0,Pro-SiVIC,True
52.69413,45.27143,56.25556,1.44106,21.4575,0.467143,0.055067,0,Pro-SiVIC,True
52.99226,46.37523,132.19705,1.20572,18.04636,0.092862,4,0,Pro-SiVIC,True
53.1174,38.24912,57.11516,3.49429,22.98565,3.156846,4,0.007315,Pro-SiVIC,True
53.47733,41.98941,138.93336,3.14871,10.75475,1.613336,0.205136,0,Pro-SiVIC,False
53.64233,46.40929,131.85589,1.20156,18.05404,0.161005,0.077718,0,Pro-SiVIC,False
53.91509,46.3669,133.38159,1.19912,18.05924,0.063231,4,0,Pro-SiVIC,True
53.91586,46.36691,133.38177,1.19912,18.05924,0.063478,4,0,Pro-SiVIC,True
53.92055,46.36915,133.36442,1.19885,18.05958,0.067424,4,0,Pro-SiVIC,True
53.92813,46.36865,133.37082,1.19864,18.05943,0.069975,4,0,Pro-SiVIC,True
53.92868,46.36733,133.36736,1.19884,18.05945,0.069384,4,0,Pro-SiVIC,True
53.98199,46.96157,64.97608,1,21.1568,0.52876,0.064734,0,Pro-SiVIC,True
58.13701,40.00751,136.016,2.94877,10.85818,0.39371,4,0.053385,Pro-SiVIC,True
58.96231,39.98773,134.80333,2.97374,10.72937,0.894817,0.140071,0,Pro-SiVIC,False
64.22302,37.66763,104.70077,2.90287,21.4052,2.975087,4,0.100058,Pro-SiVIC,True
64.23121,37.6692,104.71683,2.91099,21.39791,2.951423,4,0.024736,Pro-SiVIC,True
66.15036,39.6424,117.01343,2.56558,20.93871,2.312199,4,0.230946,Pro-SiVIC,True
66.88639,42.55318,157.69819,5,14.9449,0.251197,4,0,Pro-SiVIC,True
68.06742,44.56516,134.01446,1.75978,23.21139,0.703334,0.103146,0.141291,Pro-SiVIC,True
68.39265,43.06007,129.41584,2.09614,22.82602,1.148512,0.123107,0.122872,Pro-SiVIC,True
68.3933,43.06138,129.40873,2.09649,22.81805,1.146567,0.123478,0.091584,Pro-SiVIC,True
68.39588,43.05497,129.48283,2.0959,22.82816,1.158459,0.123033,0.132463,Pro-SiVIC,True
68.89606,43.41932,131.17906,2.12105,23.00031,0.874398,0.091988,0.052197,Pro-SiVIC,True
68.89848,43.41687,131.22929,2.12059,23.00409,0.880179,0.091704,0.066403,Pro-SiVIC,True
69.9037,41.31963,154.00361,3.7701,8.55748,2.470531,0.329695,0,Pro-SiVIC,False
69.96118,43.11124,130.88316,2.11113,22.96144,1.102664,0.117587,0.086557,Pro-SiVIC,True
70.38582,40.9052,50.81239,1.97313,22.00176,2.702349,4,0.008199,Pro-SiVIC,True
70.39129,40.90517,50.81299,1.97324,22.00364,2.702006,4,0.007921,Pro-SiVIC,True
70.52234,40.92718,50.58663,1.96315,22.15792,2.753953,4,0.017553,Pro-SiVIC,True
70.52566,40.92722,50.70564,1.96103,22.16446,2.750286,4,0.062761,Pro-SiVIC,True
71.0711,46.66753,48.11373,1,24.19613,0.1203,0.043174,0,Pro-SiVIC,True
71.40493,44.72206,154.10914,4.03012,24.81672,0.36183,0.168703,0,Pro-SiVIC,True
71.49162,44.74076,154.126,4.0297,24.81673,0.370484,0.17196,0,Pro-SiVIC,True
71.60469,40.95014,50.97453,1.93301,21.93383,2.653734,4,0.033534,Pro-SiVIC,True
71.64739,40.90672,152.3583,3.56307,8.35863,3.473853,0.370442,0,Pro-SiVIC,False
71.67273,40.9186,152.37177,3.56901,8.35116,3.602715,0.370725,0,Pro-SiVIC,False
71.69216,40.9088,152.36757,3.56697,8.34832,3.591555,0.374516,0,Pro-SiVIC,False
71.71296,40.91001,152.35506,3.55605,8.33716,3.570895,0.380623,0,Pro-SiVIC,False
71.72169,40.90881,152.3619,3.56696,8.34855,3.616827,0.375888,0,Pro-SiVIC,False
71.72838,40.90892,152.3689,3.56715,8.36096,3.558047,0.374349,0,Pro-SiVIC,False
71.74839,40.90747,152.41606,3.5539,8.34317,3.385804,0.358654,0,Pro-SiVIC,False
71.9317,43.6757,149.63639,4.10703,24.61366,0.206177,4,0,Pro-SiVIC,True
71.95966,43.20972,158.98026,4.01667,15.24515,0.152252,4,0,Pro-SiVIC,True
72.40523,43.72206,153.11131,4.11397,24.71177,0.323574,4,0,Pro-SiVIC,True
72.42657,43.20007,159.69081,4,15.21381,0.309154,4,0,Pro-SiVIC,True
72.59064,43.18806,159.7345,3.86325,15.21017,0.446218,0.091489,0.018815,Pro-SiVIC,False
72.77976,47.48997,141.01931,1,23.88355,0.549672,0.065916,0,Pro-SiVIC,True
72.94307,42.57579,145.28173,4.03338,24.70941,0.244389,4,0,Pro-SiVIC,True
73.41677,44.36218,151.41448,3.28972,24.9457,0.285195,4,0,Pro-SiVIC,True
73.4177,44.36212,151.41556,3.28565,24.94588,0.292155,4,0,Pro-SiVIC,True
73.44518,44.35718,151.42288,3.36334,24.93556,0.213821,4,0,Pro-SiVIC,True
73.44611,44.35712,151.42396,3.35927,24.93574,0.222123,4,0,Pro-SiVIC,True
73.4522,42.98192,151.87906,4.14622,23.38425,0.502092,4,0.135535,Pro-SiVIC,True
73.48184,44.37468,151.42697,3.28987,24.95066,0.286791,4,0,Pro-SiVIC,True
73.73161,47.41192,146.85771,1.03453,23.90527,0.298776,0.041661,0,Pro-SiVIC,True
73.74092,47.42468,147.04877,1.00888,23.92295,0.263234,0.041731,0,Pro-SiVIC,True
73.7468,47.28869,146.79933,1.03563,23.90586,0.182515,0.427868,0,Pro-SiVIC,True
73.81691,43.42195,158.58395,5,22.61858,0.430123,4,0.014598,Pro-SiVIC,True
73.85995,43.92282,158.73067,4.71145,23.18684,0.3028,4,0,Pro-SiVIC,True
73.93282,43.56204,151.94456,4.11405,25,0.237863,4,0,Pro-SiVIC,True
73.94578,36.74388,146.37406,5,14.19906,0.898819,4,0.034996,Pro-SiVIC,True
73.96666,43.9155,158.51481,4.75226,23.34232,0.259509,4,0,Pro-SiVIC,True
73.97038,43.91518,158.51313,4.75122,23.34545,0.259803,0.04204,0,Pro-SiVIC,True
74.44216,44.05941,157.04376,4.46315,24.48609,0.214007,4,0,Pro-SiVIC,True
74.44583,43.9909,151.38206,3.11078,23.67165,0.615203,0.052712,0.136966,Pro-SiVIC,True
74.44971,43.97024,151.3832,3.11885,23.66564,0.625147,0.053594,0.146934,Pro-SiVIC,True
74.47038,40.09427,133.82496,3.29179,23.76871,1.914751,4,0.027569,Pro-SiVIC,True
74.50568,44.05463,157.02083,4.4553,24.48204,0.205528,4,0,Pro-SiVIC,True
74.60082,42.97189,153.09433,4.23126,24.79346,0.82054,0.089027,0.152187,Pro-SiVIC,True
74.6251,43.01895,153.0935,4.24125,24.76374,0.766552,4,0.071894,Pro-SiVIC,True
74.74374,41.82998,40.91132,1.43614,12.27733,0.683016,0.134955,0.005393,Pro-SiVIC,False
74.7934,42.55765,152.25072,4.37804,24.72603,0.918207,0.096209,0.022596,Pro-SiVIC,True
74.79358,42.5577,152.25079,4.37804,24.72595,0.918273,0.096222,0.022174,Pro-SiVIC,True
74.82197,42.55591,152.2882,4.37758,24.73292,0.928159,0.09665,0.010324,Pro-SiVIC,True
74.8368,41.47607,149.98605,4.65682,24.17496,1.140212,0.135879,0.082207,Pro-SiVIC,True
74.86331,41.49254,149.99037,4.65586,24.17719,1.127244,0.109209,0.055789,Pro-SiVIC,True
74.9078,43.54244,150.3066,3.23606,23.84307,0.762002,0.08219,0.021361,Pro-SiVIC,True
74.90832,43.66059,150.30733,3.37068,23.83005,0.473511,0.064342,0,Pro-SiVIC,True
74.93137,43.78382,153.05631,4.18645,25,0.082153,4,0,Pro-SiVIC,True
75.03848,40.73839,137.08641,3.63826,24.01416,1.088574,0.100186,0.110823,Pro-SiVIC,True
75.11927,42.65948,152.8404,4.16512,24.16592,1.022523,0.122494,0.146283,Pro-SiVIC,True
75.41865,41.49886,150.68299,4.68084,24.24074,1.193609,0.117087,0.042458,Pro-SiVIC,True
75.49192,44.36856,147.89726,2.83378,25,0.303849,4,0,Pro-SiVIC,True
75.49889,42.33225,149.7667,4.22425,24.63337,0.793525,0.095268,0.009122,Pro-SiVIC,True
75.52194,43.62615,147.16529,3.02066,24.32391,0.5629,0.081762,0.054465,Pro-SiVIC,True
75.56679,42.70227,152.50451,4.12335,24.05286,0.900556,0.103651,0.152943,Pro-SiVIC,True
75.59754,42.7221,152.34736,4.12472,24.07532,0.851285,0.101768,0.011423,Pro-SiVIC,True
75.61848,42.68786,152.10044,4.13303,24.08999,0.851495,0.100677,0.024501,Pro-SiVIC,True
75.63047,44.09341,149.62546,3.05927,24.25887,0.352153,0.041743,0,Pro-SiVIC,True
75.68831,42.92677,40,1.35046,12.15169,0.05534,0.090052,0,Pro-SiVIC,False
75.6893,42.92374,40,1.35045,12.15195,0.052389,0.090031,0,Pro-SiVIC,False
75.6941,42.43672,151.64607,4.2786,23.79102,0.775188,0.080117,0.0632,Pro-SiVIC,True
75.71658,42.60856,149.23679,4.13399,24.04293,0.394264,4,0.093393,Pro-SiVIC,True
75.72979,42.97942,40,1.34922,12.1483,0.101714,0.090005,0,Pro-SiVIC,False
75.74339,42.51598,149.88873,4.18357,24.04214,0.536252,0.062612,0.137043,Pro-SiVIC,True
75.75079,42.46917,149.58316,4.17114,23.97633,0.523918,4,0.046014,Pro-SiVIC,True
75.76327,42.45139,149.54409,4.15992,23.97861,0.55404,0.071252,0.00704,Pro-SiVIC,True
75.77739,42.5171,149.88826,4.16883,24.02782,0.542253,0.065732,0.023063,Pro-SiVIC,True
75.78823,42.51078,149.90342,4.14639,24.0262,0.58946,0.067961,0.113693,Pro-SiVIC,True
75.79118,42.51062,149.90369,4.14409,24.02884,0.593028,0.068093,0.112051,Pro-SiVIC,True
75.85969,42.51548,151.75258,4.37774,24.51159,0.746507,0.062804,0.145122,Pro-SiVIC,True
75.8643,42.51582,151.74252,4.37775,24.51379,0.744352,0.06269,0.14479,Pro-SiVIC,True
75.86854,42.49172,151.09423,4.20223,23.90279,0.733339,0.079099,0.090557,Pro-SiVIC,True
75.90333,42.5058,149.8769,4.16891,24.02347,0.541053,0.070175,0.024273,Pro-SiVIC,True
75.98545,42.96209,51.57329,1.54884,24.53386,1.925827,4,0.035283,Pro-SiVIC,True
75.98669,42.97664,51.23263,1.56549,24.53085,1.880511,4,0.128728,Pro-SiVIC,True
75.98906,42.97024,51.47344,1.57881,24.51967,1.841375,4,0.060869,Pro-SiVIC,True
76.00363,42.53668,149.94035,4.1536,24.03603,0.556252,4,0.072484,Pro-SiVIC,True
76.01632,42.51085,149.87478,4.16889,24.02319,0.524349,4,0.052312,Pro-SiVIC,True
76.03795,41.40976,138.81393,3.497,24.32956,0.903351,0.098807,0.056123,Pro-SiVIC,True
76.0385,41.41553,138.13678,3.48055,24.29224,0.813196,0.103252,0.163177,Pro-SiVIC,True
76.0392,41.42723,138.24243,3.5196,24.30275,0.754405,0.098454,0.126598,Pro-SiVIC,True
76.0394,44.34124,67.41098,1.09775,24.06018,1.195131,0.107071,0.100366,Pro-SiVIC,True
76.04145,44.34132,67.4164,1.09778,24.05905,1.194975,0.107281,0.087554,Pro-SiVIC,True
76.04167,44.34133,67.41108,1.09778,24.06036,1.194989,0.107139,0.095619,Pro-SiVIC,True
76.04205,44.39322,67.57433,1.09242,24.05487,1.155275,0.105618,0.091146,Pro-SiVIC,True
76.0425,44.39354,66.36271,1.11212,24.06216,1.130538,0.107681,0.227519,Pro-SiVIC,True
76.0865,44.33578,67.59491,1.09959,24.04871,1.195237,0.109413,0.222051,Pro-SiVIC,True
76.09534,43.25024,148.85722,3.12837,24.32012,0.989363,0.10036,0.08646,Pro-SiVIC,True
76.09709,43.23797,148.84471,3.23854,24.30922,0.860428,0.086095,0.006105,Pro-SiVIC,True
76.09922,43.2385,148.84006,3.23884,24.30941,0.859037,0.086059,0.004543,Pro-SiVIC,True
76.12203,43.2667,148.86146,3.12829,24.32233,0.975299,0.100773,0.061752,Pro-SiVIC,True
76.12225,42.86404,152.16534,4.12526,24.99998,0.812325,0.084674,0.099395,Pro-SiVIC,True
76.1227,44.34623,160,5,25,0.087219,4,0,Pro-SiVIC,True
76.19011,43.26294,148.67265,3.20132,24.30372,0.844398,0.093298,0.092595,Pro-SiVIC,True
76.22533,43.25571,148.67281,3.19665,24.29582,0.865311,0.09637,0.017226,Pro-SiVIC,True
76.23686,42.50857,149.55944,4.17132,24.08115,0.478098,4,0.091804,Pro-SiVIC,True
76.24966,42.35297,149.52009,4.2136,24.08574,0.58533,4,0.026396,Pro-SiVIC,True
76.25474,42.36802,149.48289,4.20177,24.08518,0.554545,4,0.147651,Pro-SiVIC,True
76.37914,42.40412,139.89341,2.77907,24.47901,1.248211,0.108382,0.029348,Pro-SiVIC,True
76.38796,42.424,139.93274,2.78648,24.4794,1.233789,0.107261,0.04151,Pro-SiVIC,True
76.42136,42.42491,147.75047,3.55911,24.75993,1.14262,0.103305,0.137958,Pro-SiVIC,True
76.45132,42.43394,139.81617,2.76965,24.47675,1.232324,0.110074,0.070072,Pro-SiVIC,True
76.51661,43.36138,148.74364,3.21376,24.79137,0.805307,0.071514,0.019982,Pro-SiVIC,True
76.5183,43.40344,148.7506,3.19888,24.77949,0.774441,0.071701,0.109848,Pro-SiVIC,True
76.52327,43.38962,148.73725,3.20268,24.78764,0.797314,0.071367,0.135249,Pro-SiVIC,True
76.57698,44.54443,155.87771,3.16761,23.1853,0.449619,0.050935,0,Pro-SiVIC,True
76.60026,43.61076,151.31436,3.22441,23.78189,0.734712,0.071483,0.093828,Pro-SiVIC,True
76.61351,43.43322,148.76753,3.23363,24.77815,0.696884,0.070576,0.080349,Pro-SiVIC,True
76.61984,43.52908,148.65665,3.22967,24.75977,0.598727,0.057993,0.002056,Pro-SiVIC,True
76.63485,42.13778,152.64809,4.97292,24.07161,0.52718,4,0.068561,Pro-SiVIC,True
76.63647,42.16407,152.67032,5,24.06067,0.466306,4,0.103707,Pro-SiVIC,True
76.64055,46.49773,160,2.40103,23.56361,0.152075,0.078298,0,Pro-SiVIC,True
76.64422,46.34435,160,2.42187,23.55201,0.045725,4,0,Pro-SiVIC,True
76.68463,44.28648,40,1,12.42346,0.281838,0.103874,0,Pro-SiVIC,False
76.70246,43.34007,145.14206,2.723,23.98954,0.913463,0.097396,0.071541,Pro-SiVIC,True
76.73768,43.33283,145.14222,2.71833,23.98164,0.915632,0.099988,0.151913,Pro-SiVIC,True
76.73991,43.31951,145.35578,2.733,23.95504,0.930666,0.101365,0.121658,Pro-SiVIC,True
76.75792,43.3336,145.12166,2.7366,23.95703,0.885932,0.100707,0.095629,Pro-SiVIC,True
76.75958,43.33547,144.52807,2.73517,23.95847,0.805548,0.100361,0.043866,Pro-SiVIC,True
76.76729,42.93497,147.72117,3.31703,24.50578,0.897044,0.08791,0.038782,Pro-SiVIC,True
76.7683,41.7822,140.60005,3.18041,24.583,1.286814,0.126447,0.061249,Pro-SiVIC,True
76.77064,42.93854,147.7782,3.34548,24.50021,0.852406,0.084999,0.093528,Pro-SiVIC,True
76.81687,44.53634,160,3.50678,21.4702,0.539876,0.062725,0,Pro-SiVIC,True
76.82486,45.52862,153.74465,2.83485,24.68762,0.272047,4,0,Pro-SiVIC,True
76.85163,42.96081,147.68693,3.33096,24.49454,0.830739,0.088493,0.099087,Pro-SiVIC,True
76.86468,45.14363,153.53814,2.55455,24.25735,0.382803,4,0,Pro-SiVIC,True
76.99974,44.70643,152.95297,3.18159,24.85604,0.150206,4,0,Pro-SiVIC,True
77.00042,44.94026,160,4.12547,25,0.092294,4,0,Pro-SiVIC,True
77.17807,43.2348,148.92765,3.16049,24.60311,0.948383,0.104582,0.036734,Pro-SiVIC,True
77.18678,46.2202,144.88312,1.19249,21.67999,0.243666,0.055408,0,Pro-SiVIC,True
77.29212,46.19669,144.73186,1.20809,21.70316,0.226185,0.055707,0,Pro-SiVIC,True
77.34506,42.29222,141.33954,2.98587,24.08581,1.043264,0.110882,0.052977,Pro-SiVIC,True
77.35565,42.3313,141.34429,2.97985,24.08562,1.017331,0.111337,0.024036,Pro-SiVIC,True
77.38138,43.56387,151.34973,3.82526,24.67941,0.206019,0.040939,0,Pro-SiVIC,True
77.43125,42.63421,155.85135,4.10707,21.83348,1.074609,0.119694,0.132496,Pro-SiVIC,True
77.44794,43.21024,140.81252,2.62656,24.18617,0.688835,0.071621,0.122432,Pro-SiVIC,True
77.4487,46.32672,159.28813,2.4309,23.83816,0.080891,0.222254,0,Pro-SiVIC,True
77.46673,43.72664,146.42744,2.88099,24.5885,0.514284,0.044082,0,Pro-SiVIC,True
77.47475,42.70659,156.96104,4.11398,22.87745,1.42145,0.148234,0.007347,Pro-SiVIC,True
77.56201,42.37862,149.7413,4.20983,24.50704,0.592582,4,0.014811,Pro-SiVIC,True
77.57017,43.71651,146.41237,2.9015,25,0.547804,0.050885,0.047493,Pro-SiVIC,True
77.64252,43.15573,151.6825,4.15802,24.00184,0.103575,4,0,Pro-SiVIC,True
77.64624,40.60911,151.75279,3.29963,7.36871,16.704671,2.115774,0,Pro-SiVIC,True
77.8249,44.52962,152.71492,2.92666,24.69511,0.439503,4,0,Pro-SiVIC,True
77.88017,44.10094,159.97645,4.95001,25,0.241084,4,0,Pro-SiVIC,True
77.8948,44.91161,154.21043,2.95474,25,0.262716,4,0,Pro-SiVIC,True
77.89926,43.06533,135.6575,2.23025,24.17323,1.020486,0.100758,0.026548,Pro-SiVIC,True
77.90488,44.91193,154.3658,2.95422,24.99835,0.283531,4,0,Pro-SiVIC,True
77.95227,44.55277,152.82365,2.89979,24.69721,0.461545,4,0,Pro-SiVIC,True
77.95444,44.53839,152.84602,2.89975,24.70016,0.478032,4,0,Pro-SiVIC,True
78.01704,45.16233,158.47069,3.98296,25,0.342093,4,0,Pro-SiVIC,True
78.09944,42.82481,152.10777,4.1662,23.70674,0.410523,4,0.046322,Pro-SiVIC,True
78.10213,44.20862,159.49162,4.9572,25,0.103668,4,0,Pro-SiVIC,True
78.10539,44.16233,159.47071,4.98296,25,0.054797,4,0,Pro-SiVIC,True
78.15186,44.63831,151.22781,2.71521,24.95811,0.429953,4,0,Pro-SiVIC,True
78.18757,42.55939,149.17688,4.08424,23.90137,0.26922,4,0,Pro-SiVIC,True
78.20786,43.50709,149.47408,3.26953,24.5235,0.557167,0.051863,0.037023,Pro-SiVIC,True
78.21439,43.62577,151.55126,3.22807,23.60175,0.624945,0.076158,0.026319,Pro-SiVIC,True
78.22021,43.69686,146.58247,2.93248,25,0.510486,0.069383,0,Pro-SiVIC,True
78.24572,44.39339,154.48007,2.82663,23.20368,0.706702,0.064519,0.025148,Pro-SiVIC,True
78.25452,44.39334,154.47738,2.82709,23.2034,0.706639,0.064816,0.015626,Pro-SiVIC,True
78.43601,43.61375,148.23309,3.24613,24.20539,0.226071,4,0,Pro-SiVIC,True
78.54047,44.60241,153.94243,2.8456,23.27368,0.416895,0.055744,0,Pro-SiVIC,True
78.54706,44.59959,153.62963,2.83798,23.27461,0.364063,0.056728,0,Pro-SiVIC,True
78.55973,46.53436,160,2.22096,22.90248,0.146229,0.14812,0,Pro-SiVIC,True
78.6036,41.73874,150.8447,4.53696,24.03735,0.850498,0.088897,0.028919,Pro-SiVIC,True
78.60728,41.58536,150.71426,4.5578,24.02575,0.949732,0.092856,0.029037,Pro-SiVIC,True
78.67735,44.25196,138.19418,1.387,19.90692,1.07217,0.121169,0.004354,Pro-SiVIC,True
78.73836,46.39702,160,2.43836,23.51963,0.188495,4,0,Pro-SiVIC,True
78.75984,42.24366,142.60823,2.88435,24.39585,1.379925,0.138547,0.147795,Pro-SiVIC,True
78.77747,44.20195,137.79704,1.41151,19.90554,1.027614,0.124164,0.056528,Pro-SiVIC,True
78.77873,44.20192,137.79236,1.41275,19.90554,1.024152,0.124082,0.058653,Pro-SiVIC,True
78.80362,44.24278,137.70466,1.36782,19.90657,1.087666,0.128728,0.016766,Pro-SiVIC,True
78.80475,44.24897,137.88524,1.41586,19.91287,0.984736,0.121736,0.073071,Pro-SiVIC,True
79.09281,44.0049,151.10691,3.01988,23.66703,0.402603,4,0,Pro-SiVIC,True
79.25238,42.92336,155.142,5,24.9153,0.260526,4,0,Pro-SiVIC,True
79.43531,44.60999,153.40594,2.98352,25,0.349533,0.043578,0,Pro-SiVIC,True
79.45252,39.73415,143.10046,3.93151,24.36225,2.244388,4,0.035509,Pro-SiVIC,True
79.56433,44.26294,150.58279,2.74073,25,0.636261,0.074713,0.03058,Pro-SiVIC,True
79.57289,44.87167,160,3.56089,23.33133,0.296666,4,0,Pro-SiVIC,True
79.77029,45.08814,148.20118,1.84638,21.54863,0.349974,0.054869,0,Pro-SiVIC,True
79.77313,43.67004,142.29738,2.09012,23.35818,1.056156,0.112909,0.03185,Pro-SiVIC,True
79.77328,43.67016,142.31077,2.09022,23.3582,1.056895,0.112881,0.032998,Pro-SiVIC,True
80.10784,42.67495,154.36009,4.11941,22.53795,0.679092,0.074537,0.006304,Pro-SiVIC,True
80.48671,40.54767,144.75098,3.72883,24.09829,1.874611,4,0.137251,Pro-SiVIC,True
80.56936,40.77238,143.72704,3.71023,24.07719,1.485745,0.1616,0.129729,Pro-SiVIC,True
80.57918,40.61947,144.38766,3.7239,24.10249,1.743428,4,0.147643,Pro-SiVIC,True
80.72913,40.69865,144.12287,3.74958,24.10081,1.566601,4,0.159833,Pro-SiVIC,True
80.87649,43.42144,152.07112,3.72049,25,0.403333,0.049821,0,Pro-SiVIC,True
81.40515,44.08045,145.50117,1.9107,19.98824,0.628378,0.080852,0.055719,Pro-SiVIC,True
81.41625,44.08667,145.30701,1.89273,19.9861,0.647729,0.08559,0.063435,Pro-SiVIC,True
81.46756,42.83568,149.99765,3.13732,22.38696,0.880666,0.117928,0.108691,Pro-SiVIC,True
81.54913,44.08185,145.32781,1.93271,19.98725,0.57015,0.079552,0,Pro-SiVIC,True
81.59192,44.86148,150.93348,2.73348,24.77762,0.084004,0.065166,0,Pro-SiVIC,True
82.20107,40.12638,142.24254,3.67527,24.40257,1.902577,4,0.07075,Pro-SiVIC,True
